Power_On_Hours,Total_TBW_TB,Total_TBR_TB,Temperature_C,Percent_Life_Used,Media_Errors,Unsafe_Shutdowns,CRC_Errors,Read_Error_Rate,Failure_Mode,Failure_Flag
35068,3432.22,4238.82,73.51,121.78,0,0,4,3,1,1
6385,1693.11,1649.2,57.86,43.9,0,2,19,4,4,1
15139,2280.12,781.87,76.36,33.78,9,7,1,17,5,1
16972,257.99,125.76,35.46,26.1,1,3,19,6,4,1
6885,2842.76,2713.44,76.14,99.23,10,3,1,17,5,1
23268,1982.45,1344.15,83.21,49.42,4,3,0,3,2,1
9020,2952.24,3614.24,47.67,84.27,5,1,0,0,1,1
20712,768.91,996.4,93.58,50.6,0,3,2,0,2,1
15400,758.2,1840.25,51.06,84.19,16,3,4,18,5,1
9282,1169.37,1802.92,97.81,74.96,2,0,0,3,2,1
7861,2045.65,2432.4,75.46,139.98,17,4,3,30,5,1
13772,233.26,31.43,40.6,54.4,0,0,0,0,0,0
10738,1541.02,1306.77,61.25,103.92,13,2,2,13,5,1
2157,2878.81,2397.69,44.52,96.59,19,3,5,19,5,1
8193,325.72,176.55,45.82,51.63,0,1,0,0,0,0
33161,4032.63,3993.82,73.75,102.25,2,0,1,1,1,1
8541,3326.66,1068.11,62.2,142.5,6,2,1,4,1,1
33332,1054.15,3350.99,53.26,82.91,7,1,2,0,1,1
28155,385.13,2827.76,64.1,98.65,16,7,2,23,5,1
19032,692.76,1049.49,35.97,38.71,2,3,19,4,4,1
2871,447.66,1331.09,55.02,27.71,0,0,16,8,4,1
28013,2918.19,1261.67,43.58,105.27,12,0,1,24,5,1
22912,1098.84,1365.65,94.33,54.8,2,2,0,1,2,1
12518,1266.47,785.48,47.53,115.16,2,1,0,2,1,1
22951,4680.99,3002.11,44.64,94.42,1,4,0,5,1,1
1612,686.8,344.92,26.23,46.82,2,3,4,3,3,1
6347,149.33,696.9,30.5,71.84,7,11,2,1,3,1
4342,353.42,428.4,39.79,72.1,6,5,3,6,3,1
17400,1487.39,802.85,83.04,110.93,2,3,0,0,2,1
23993,1889.86,1570.72,97.71,51.95,1,2,0,1,2,1
4873,322.51,457.32,41.43,71.64,4,7,3,0,3,1
15830,1477.03,1532.78,83.02,100.16,1,0,1,2,2,1
2506,205.13,55.9,27.35,10.63,4,9,1,3,3,1
13244,1936.57,1772.21,95.73,50.21,2,4,1,1,2,1
7388,2154.33,126.54,75.15,52.32,2,0,3,3,2,1
37824,2468.38,3995.71,56.09,100.95,3,0,1,1,1,1
7603,599.7,420.08,54.95,86.09,8,8,1,8,3,1
23876,4830.55,2801.08,74.76,133.94,5,2,0,2,1,1
7324,112.64,937.2,36.35,46.11,0,1,0,0,0,0
9276,2312.3,1317.32,80.47,81.48,1,5,1,2,2,1
16744,390.21,1235.11,76.77,93.55,1,1,3,0,2,1
10337,434.31,452.83,53.97,30.19,0,0,0,0,0,0
2225,681.42,585.89,34.59,41.97,4,9,0,1,3,1
2592,1120.36,420.83,57.86,88.3,18,5,1,20,5,1
28001,2588.28,1501.58,46.22,149.66,4,3,0,6,1,1
28014,4147.72,3258.54,47.23,87.73,4,0,0,2,1,1
17671,1349.86,529.96,54.48,107.03,14,1,1,21,5,1
1481,666.42,260.63,25.39,20.15,3,9,4,4,3,1
5725,314.3,77.75,45.92,65.03,7,5,2,3,3,1
8758,1894.6,1211.96,96.96,62.9,1,3,2,1,2,1
12197,159.52,296.83,32.16,17.08,0,0,0,0,0,0
28152,444.56,1570.22,49.42,83.52,17,3,1,14,5,1
6477,277.74,357.83,59.53,44.39,4,16,2,2,3,1
15267,185.69,393.33,66.96,87.15,1,2,28,6,4,1
14367,1073.64,870.52,43.49,72.64,1,1,19,4,4,1
3165,520.96,509.78,43.24,87.42,7,14,1,1,3,1
6832,103.51,402.95,28.98,45.4,0,1,0,0,0,0
13606,3031.18,2474.18,68.24,109.64,3,2,1,0,1,1
7704,408.91,539.97,59.51,21.35,0,1,17,3,4,1
39365,2778.31,4241.02,51.97,124.02,0,4,0,2,1,1
3659,94.26,311.03,57.79,77.34,6,5,1,2,3,1
24557,674.82,2810.67,75.02,55.27,19,3,2,18,5,1
6168,170.08,506.99,45.07,74.73,3,12,3,4,3,1
14488,1978.13,645.39,79.78,83.05,13,4,0,20,5,1
4603,481.6,607.07,25.2,17.42,7,7,3,5,3,1
14139,802.45,595.38,33.24,44.9,0,0,0,0,0,0
43380,2411.81,2735.97,46.41,109.02,2,1,0,1,1,1
6529,1210.61,2989.7,62.31,44.72,16,8,2,28,5,1
7055,410.33,728.92,40.3,10.38,0,1,0,0,0,0
19103,4994.93,1219.47,73.16,137.7,2,0,2,2,1,1
4353,1190.35,791.86,44.91,27.66,0,0,0,0,0,0
21411,1958.5,2234.34,56.47,79.45,11,7,2,16,5,1
18258,1487.79,2209.53,68.14,65.65,7,4,4,21,5,1
8294,1273.48,483.67,42.62,35.36,0,4,22,7,4,1
11103,1993.69,1833.17,86.32,59.65,0,3,0,2,2,1
12725,452.92,339.7,51.55,30.66,0,0,0,0,0,0
11374,1395.6,1258.83,50.05,83.46,8,3,3,11,5,1
17339,4245.21,1618.17,68.01,104.59,2,3,2,1,1,1
23835,2507.79,712.56,55.64,111.47,16,5,7,11,5,1
21837,829.41,558.26,43.83,97.39,10,5,1,32,5,1
18569,1008.19,790.21,72.73,133.31,15,4,1,20,5,1
9585,461.02,1886.66,82.88,86.31,0,2,1,0,2,1
12115,1860.03,976.25,97.98,104.04,2,2,0,2,2,1
14035,3526.2,1798.24,53.02,85.77,2,3,0,1,1,1
17432,2136.16,4330.46,67.62,130.68,3,2,2,4,1,1
968,462.5,631.75,25.86,10.34,4,13,1,3,3,1
3852,357.74,49.88,42.3,55.26,2,7,5,3,3,1
7129,177.26,223.01,44.9,68.66,2,13,3,2,3,1
16662,3255.82,2108.19,77.09,124.12,17,2,0,17,5,1
3767,738.33,889.77,47.02,117.09,10,4,2,20,5,1
11125,964.08,750.79,48.82,77.51,0,0,0,0,0,0
14175,218.2,982.35,40.5,20.87,0,2,0,0,0,0
18790,1563.9,1261.39,70.2,114.87,4,2,0,2,1,1
16425,550.08,1438.5,29.14,51.65,1,2,23,3,4,1
27783,1064.07,1705.66,44.35,123.9,8,1,1,29,5,1
4028,745.29,11.07,49.97,84.06,5,9,1,0,3,1
7017,804.84,808.29,29.92,35.4,0,0,0,0,0,0
11222,309.92,1893.64,77.69,70.08,0,2,4,1,2,1
5249,449.93,635.59,59.93,65.89,7,11,2,2,3,1
5408,769.1,985.32,48.04,34.75,0,0,0,0,0,0
1793,58.87,404.83,38.01,59.52,0,0,0,0,0,0
13922,772.36,421.78,47.77,48.77,0,2,0,0,0,0
870,716.71,196.27,51.64,64.67,0,0,0,0,0,0
9705,919.31,1047.69,50.58,98.31,13,5,3,21,5,1
18019,846.64,315.52,65.36,87.33,0,4,16,7,4,1
29699,3150.45,2124.09,53.88,95.81,13,3,0,20,5,1
13403,342.17,931.37,25.74,55.74,0,2,0,0,0,0
23907,361.62,566.56,76.07,87.89,2,2,0,1,2,1
16695,2421.75,1733.99,97.9,86.0,1,6,1,1,2,1
10739,1736.37,1458.44,67.45,21.09,1,3,19,4,4,1
10520,841.67,905.13,49.16,21.96,0,3,0,0,0,0
16068,317.07,669.25,42.85,58.78,0,4,10,7,4,1
34709,4877.06,1593.69,57.0,115.09,3,1,1,0,1,1
7422,384.88,376.86,26.17,75.41,5,10,3,5,3,1
19378,2228.61,1007.03,98.07,70.45,4,1,2,1,2,1
13541,354.75,373.58,55.81,58.71,1,2,17,5,4,1
35559,4094.22,807.04,66.57,136.97,3,4,0,4,1,1
20285,1124.25,1305.22,57.43,38.23,14,4,2,23,5,1
4171,635.34,410.84,33.26,32.59,5,3,3,3,3,1
13820,1385.49,589.24,26.31,69.77,0,5,13,2,4,1
2432,392.64,678.42,60.06,79.29,2,13,3,4,3,1
24906,2211.29,1462.82,88.51,98.79,4,1,1,1,2,1
38431,4387.71,4493.35,46.39,128.59,5,1,0,0,1,1
13405,373.21,974.01,44.9,32.66,0,0,0,0,0,0
15081,1521.42,639.83,70.05,119.21,3,3,1,3,1,1
6039,727.53,675.16,81.16,77.66,0,0,1,0,2,1
18988,4123.63,2837.93,49.29,126.73,3,2,2,3,1,1
24973,294.36,1784.39,93.24,81.08,0,0,0,0,2,1
3647,3121.35,669.74,61.95,87.26,16,4,1,23,5,1
1391,550.35,453.78,57.95,38.73,3,5,3,4,3,1
1972,693.44,525.27,34.55,58.54,4,6,2,0,3,1
28839,2004.15,667.24,39.66,139.2,18,9,2,20,5,1
11025,201.71,996.05,30.4,40.2,0,1,0,0,0,0
2310,671.07,742.23,39.98,21.78,0,0,0,0,0,0
3616,420.21,54.69,64.86,12.7,5,8,4,0,3,1
1972,495.74,1986.92,76.38,50.66,18,3,2,19,5,1
2207,156.98,33.75,34.76,80.11,1,10,2,7,3,1
30345,4681.37,3580.81,65.97,81.04,2,2,2,1,1,1
28835,3033.66,1626.5,46.24,129.0,2,4,1,1,1,1
10609,823.91,2897.85,76.78,37.68,7,3,0,21,5,1
3955,2313.73,879.24,99.4,97.97,3,3,1,0,2,1
11963,1194.92,923.66,87.23,118.13,3,3,0,1,2,1
21062,890.84,1452.56,79.13,88.05,2,0,2,1,2,1
25327,4214.32,4488.11,67.59,113.16,1,2,1,0,1,1
3525,246.09,444.0,36.36,74.11,4,9,0,3,3,1
21696,1847.07,601.02,53.84,131.86,12,5,4,23,5,1
15806,1109.6,980.01,49.81,58.66,2,4,27,5,4,1
6605,1637.33,1725.24,97.18,52.04,0,3,0,0,2,1
3899,508.23,372.53,63.62,16.32,2,7,2,3,3,1
25025,3605.73,2578.27,71.67,83.95,3,4,1,1,1,1
17560,2787.0,4377.59,67.01,142.88,2,0,2,0,1,1
6539,678.88,506.3,55.47,88.04,7,10,1,3,3,1
14937,934.98,833.77,35.84,17.07,0,0,0,0,0,0
10735,88.3,708.93,32.15,31.09,0,0,0,0,0,0
2287,79.61,462.25,60.01,86.34,6,6,1,3,3,1
2686,1792.99,2351.43,44.48,72.84,18,2,0,14,5,1
9110,526.24,910.84,36.32,77.13,0,0,0,0,0,0
3877,250.09,601.15,53.97,79.6,6,6,2,4,3,1
10845,816.1,570.12,52.87,30.99,0,0,0,0,0,0
3386,3337.24,1754.04,58.31,113.98,15,3,4,27,5,1
20398,4076.18,656.16,45.03,94.92,4,2,2,0,1,1
4055,2380.12,965.7,57.1,122.8,17,6,1,14,5,1
5044,29.19,378.93,35.55,43.48,0,0,0,0,0,0
5212,535.53,117.6,64.02,51.63,2,10,5,6,3,1
3138,38.5,519.28,27.06,72.47,3,7,1,2,3,1
5671,443.59,1954.6,61.35,69.92,12,0,1,13,5,1
13459,511.65,710.46,38.88,64.52,0,0,0,0,0,0
42393,3682.19,3144.79,54.55,87.01,4,0,1,2,1,1
22750,1006.41,1161.65,76.99,81.25,17,5,2,15,5,1
2165,34.22,511.86,46.73,59.76,4,13,1,2,3,1
3089,602.63,2657.41,61.14,119.46,16,4,1,22,5,1
4313,564.21,457.6,61.18,30.13,2,7,3,2,3,1
12109,1062.24,1510.96,28.92,91.07,1,5,22,1,4,1
14236,798.16,613.59,52.45,12.51,0,1,0,0,0,0
24039,1365.41,1171.56,95.49,43.56,3,3,1,2,2,1
12208,2094.78,1660.98,80.22,44.66,2,1,0,0,2,1
13932,1426.56,72.89,34.5,28.87,1,5,22,9,4,1
1885,1132.83,903.51,51.16,5.7,0,2,0,0,0,0
2664,80.46,672.09,54.23,47.04,5,6,4,1,3,1
10011,327.38,513.4,53.26,105.66,2,1,17,8,4,1
3985,753.54,147.5,40.57,68.58,5,16,0,1,3,1
46383,4116.16,757.71,68.74,89.71,3,2,0,1,1,1
5701,1108.32,457.04,34.1,25.34,1,1,28,4,4,1
9596,1354.26,322.52,97.64,85.51,0,3,0,1,2,1
5189,235.48,69.06,25.46,47.73,3,8,5,1,3,1
3696,716.38,682.31,48.68,39.88,0,0,0,0,0,0
21669,4181.94,3807.33,50.39,99.19,6,2,1,1,1,1
3362,2089.06,1389.68,95.0,107.7,2,2,0,3,2,1
8113,737.27,675.2,37.59,71.66,2,2,15,6,4,1
17865,1466.06,2320.89,71.99,69.0,14,3,2,17,5,1
5431,133.77,1197.4,29.54,46.85,1,3,24,4,4,1
2218,1854.36,1453.49,27.59,81.28,3,4,19,5,4,1
1264,1088.26,146.36,26.63,1.48,0,0,0,0,0,0
6723,521.76,497.96,39.76,43.8,5,11,3,6,3,1
13729,738.59,489.55,44.82,44.24,0,0,0,0,0,0
28141,3199.03,2463.11,70.07,145.57,3,1,2,4,1,1
7350,369.27,613.71,31.32,44.27,2,22,4,2,3,1
13390,1970.95,112.3,75.26,50.09,5,4,0,1,2,1
3803,13.17,489.25,26.69,20.88,13,8,2,3,3,1
5659,816.99,1514.2,34.91,55.63,0,0,18,5,4,1
13813,1520.19,172.26,78.96,96.27,1,4,1,1,2,1
6509,738.59,220.95,53.17,0.53,0,1,0,0,0,0
10625,1528.79,1139.06,78.85,69.01,2,2,1,1,2,1
1134,297.94,168.67,32.83,81.35,5,10,0,3,3,1
2120,2458.95,1042.15,86.24,67.85,2,2,3,1,2,1
4845,636.55,489.33,39.24,36.76,4,13,1,0,3,1
7945,715.86,62.81,38.64,53.98,0,1,0,0,0,0
1380,82.13,630.07,27.62,60.33,8,11,2,3,3,1
7783,38.94,649.02,30.31,75.24,0,2,0,0,0,0
24939,2350.11,1582.4,79.46,53.77,3,2,2,0,2,1
28779,3933.41,2209.65,60.21,145.31,5,1,2,1,1,1
12056,1183.37,188.62,47.98,27.1,0,0,0,0,0,0
4190,446.33,607.51,60.34,26.49,8,10,2,5,3,1
12848,548.26,430.15,29.7,34.11,0,0,0,0,0,0
31038,1199.72,1159.57,70.91,87.64,3,2,0,2,1,1
6023,564.41,480.57,63.89,87.64,4,7,0,2,3,1
49472,1886.44,3435.98,40.56,90.61,2,1,0,3,1,1
17594,1543.1,786.63,55.78,75.67,3,3,19,4,4,1
2140,1748.7,1513.36,68.58,97.34,1,3,9,5,4,1
11370,2326.03,1178.38,88.26,97.92,1,4,1,1,2,1
29768,4458.17,1421.64,40.59,145.57,2,3,1,1,1,1
20481,1468.69,294.35,95.28,104.41,1,1,1,2,2,1
6952,1157.73,211.73,40.7,22.97,0,1,0,0,0,0
1282,244.63,253.32,46.22,62.01,4,9,2,4,3,1
1209,188.92,384.11,62.99,45.39,4,12,5,5,3,1
13282,2931.3,754.42,71.67,137.3,6,4,1,1,1,1
5013,691.13,341.69,30.35,78.15,0,0,20,7,4,1
43628,940.48,3536.04,52.64,97.46,6,3,2,2,1,1
6532,711.61,410.63,32.04,35.68,6,9,0,0,3,1
30955,4909.5,2372.84,68.78,133.81,3,4,1,0,1,1
29805,2349.34,1227.05,50.69,79.29,15,4,2,18,5,1
15058,228.38,1229.97,80.09,93.53,2,0,2,3,2,1
2040,670.38,465.39,43.53,82.46,4,8,4,2,3,1
20140,1587.94,459.03,95.08,55.88,0,1,1,2,2,1
18066,1807.67,592.67,33.65,27.77,2,4,20,8,4,1
9158,1480.84,325.05,56.61,131.24,14,2,2,29,5,1
22838,1890.52,1863.25,79.81,60.05,1,1,1,2,2,1
22241,264.03,1575.45,92.4,57.34,3,2,0,3,2,1
10441,2506.34,2996.86,62.85,31.33,16,7,0,19,5,1
13794,2048.66,1193.41,95.59,98.77,3,2,0,2,2,1
8683,1491.34,722.13,47.93,83.7,1,5,19,4,4,1
17636,1276.68,1119.07,79.19,72.88,24,1,0,29,5,1
11513,2064.72,1685.57,78.29,87.69,5,3,3,1,2,1
11608,1252.4,1123.87,33.99,104.48,2,3,15,6,4,1
7325,730.85,635.56,40.81,46.6,0,1,0,0,0,0
5227,1646.86,1741.5,76.5,48.03,3,0,2,1,2,1
10145,420.0,1066.57,82.79,114.61,1,3,1,0,2,1
45111,3566.03,2727.0,74.51,142.23,2,4,0,1,1,1
9510,1229.42,978.14,53.32,59.45,3,1,33,2,4,1
8290,511.41,740.21,32.16,8.84,0,0,0,0,0,0
2562,516.08,328.84,58.82,20.39,5,9,3,2,3,1
23711,1596.31,1680.98,42.77,146.2,2,3,0,3,1,1
11556,871.44,265.65,38.55,46.76,2,4,20,3,4,1
5616,141.62,416.02,25.94,89.41,5,9,4,3,3,1
1267,3052.81,2765.16,38.21,94.86,10,6,1,13,5,1
12343,481.57,696.92,39.68,41.01,0,0,0,0,0,0
5076,80.58,1147.8,51.59,72.93,0,5,22,5,4,1
19291,3382.77,1696.99,55.86,88.88,10,4,2,25,5,1
7615,364.93,108.67,64.81,9.94,2,12,0,5,3,1
4283,1759.99,1681.31,31.08,107.44,3,2,18,3,4,1
10015,651.19,70.02,45.7,55.21,0,1,0,0,0,0
17224,1388.15,1524.5,89.05,91.3,3,0,1,0,2,1
1412,1163.07,933.75,51.12,33.75,0,2,0,0,0,0
8168,183.94,1484.55,41.01,92.41,2,1,17,4,4,1
25576,4685.75,808.61,45.98,82.04,4,4,1,1,1,1
14606,313.8,1456.76,38.6,47.51,1,4,15,8,4,1
3063,315.45,716.76,39.4,32.19,0,0,0,0,0,0
4337,3230.84,2012.03,74.23,114.03,16,7,3,15,5,1
15617,2952.4,1963.15,42.96,37.41,9,6,1,20,5,1
12621,2450.85,2457.77,78.37,128.69,11,2,2,14,5,1
2740,533.82,526.01,34.77,69.47,5,8,4,1,3,1
13087,1831.63,2352.16,36.59,112.28,10,1,2,20,5,1
12234,352.84,901.15,36.1,107.99,0,3,23,2,4,1
3155,438.47,483.09,35.66,54.6,0,1,0,0,0,0
15593,1173.37,846.49,91.58,75.1,0,3,1,0,2,1
22460,2114.84,1293.52,99.43,99.42,2,1,1,1,2,1
23396,956.88,2551.03,69.9,121.16,4,0,0,1,1,1
39586,4144.88,1584.25,42.05,108.09,3,0,0,0,1,1
3376,399.5,144.78,29.69,54.71,0,0,0,0,0,0
2474,1892.78,823.56,32.26,84.56,2,5,22,7,4,1
20281,1337.7,4486.31,67.05,141.4,3,2,0,2,1,1
8946,1065.66,364.56,36.36,33.45,0,0,0,0,0,0
17140,1849.26,2299.15,46.96,69.38,19,5,1,13,5,1
14916,731.19,287.31,96.21,52.76,2,4,0,1,2,1
12361,2472.24,331.43,91.28,40.19,0,3,1,0,2,1
21100,2599.07,2412.42,74.22,127.46,1,1,2,2,1,1
8071,2866.32,1300.14,35.32,132.65,18,1,3,15,5,1
6403,900.21,813.65,44.69,10.25,0,0,0,0,0,0
17372,323.86,1157.3,50.81,68.84,0,6,17,6,4,1
27360,1925.46,1586.36,50.86,67.13,12,6,2,20,5,1
9769,702.86,306.88,26.03,50.79,0,1,0,0,0,0
11636,1527.52,2899.46,76.28,131.14,11,3,2,19,5,1
2157,706.04,1243.97,76.76,98.09,1,2,3,0,2,1
12152,96.21,398.57,39.4,48.0,0,0,0,0,0,0
6752,740.32,627.39,39.45,32.05,0,2,0,0,0,0
4249,2256.95,1204.91,73.3,51.06,14,4,2,14,5,1
4652,377.08,577.31,34.76,3.14,0,0,0,0,0,0
15762,726.72,541.77,65.62,122.49,19,4,3,22,5,1
5236,1328.9,1589.73,31.05,65.12,0,2,23,5,4,1
22490,3234.57,2841.76,45.0,117.15,24,9,1,21,5,1
8349,115.47,1258.76,27.01,57.59,2,3,17,3,4,1
26754,2933.8,3679.6,58.51,91.68,5,2,0,1,1,1
7180,614.17,546.98,36.75,66.72,6,8,1,0,3,1
639,201.85,614.42,39.5,84.39,8,12,3,3,3,1
19908,2202.8,1154.8,49.87,142.94,2,4,0,2,1,1
18429,2166.7,2075.32,42.86,64.35,13,4,4,19,5,1
44163,4269.07,2017.76,52.18,112.76,4,1,0,4,1,1
3665,716.21,866.08,67.96,37.65,1,3,26,5,4,1
40559,4182.5,3089.11,59.79,95.82,7,1,0,3,1,1
10284,790.81,883.04,39.56,43.36,0,2,0,0,0,0
15424,1748.74,2777.76,71.83,119.74,4,5,2,1,1,1
14242,614.72,738.12,54.76,50.33,0,0,0,0,0,0
17248,1172.69,1048.24,44.21,25.32,0,5,19,4,4,1
1179,32.27,481.68,36.18,75.01,8,4,3,3,3,1
7081,483.43,289.99,56.69,32.92,8,7,1,2,3,1
163,301.27,546.6,55.83,23.74,2,3,0,1,3,1
43701,4041.93,3644.97,48.07,92.25,1,1,2,0,1,1
1173,61.55,702.35,34.92,59.58,0,0,0,0,0,0
13998,800.63,1818.27,67.28,80.68,9,3,1,32,5,1
10092,636.19,1378.04,43.16,79.65,0,3,23,3,4,1
11838,497.46,318.11,45.31,48.46,0,0,0,0,0,0
1199,457.62,501.77,28.63,88.15,2,10,0,2,3,1
12081,1441.93,2814.85,58.61,92.54,13,3,1,28,5,1
967,625.55,445.8,29.42,26.26,0,0,0,0,0,0
36684,1928.37,1120.36,45.72,122.47,2,0,2,2,1,1
3596,350.43,279.66,49.6,66.5,7,12,4,1,3,1
17033,2005.43,285.94,52.88,51.59,11,3,3,21,5,1
4877,1532.4,752.81,96.13,75.4,1,2,0,0,2,1
181,66.74,502.79,31.07,67.48,3,7,3,5,3,1
19536,2338.63,1408.13,85.91,87.66,2,1,1,4,2,1
1045,508.55,415.45,43.54,11.89,5,7,3,3,3,1
5263,2371.96,1993.86,61.89,33.68,14,5,4,14,5,1
20001,1333.25,952.8,74.72,127.52,12,4,2,22,5,1
15150,3626.79,3836.75,74.28,89.25,1,2,1,2,1,1
20021,701.92,1987.16,75.76,104.54,24,4,1,27,5,1
2417,128.42,471.85,52.8,67.55,2,6,14,5,4,1
671,259.53,976.8,44.37,74.76,0,0,0,0,0,0
5942,194.25,635.95,46.99,65.63,2,7,0,3,3,1
4237,59.09,570.89,29.12,37.31,6,10,2,3,3,1
17209,3226.67,494.29,57.29,126.69,18,5,1,30,5,1
24668,2544.05,1474.47,55.75,123.38,15,2,2,17,5,1
5341,925.62,387.08,47.37,37.36,0,4,24,8,4,1
18787,1363.2,247.87,30.02,38.69,3,2,15,3,4,1
41202,1760.2,3114.42,44.56,140.25,6,3,0,2,1,1
7303,978.33,1994.82,87.7,84.68,1,1,0,1,2,1
6282,30.43,222.59,52.0,71.33,3,9,4,5,3,1
19107,3284.26,904.89,44.2,73.17,10,1,1,19,5,1
2010,885.94,160.63,52.37,71.42,0,1,0,0,0,0
20356,2315.44,2296.18,54.75,99.97,2,3,1,2,1,1
10283,1361.6,1788.73,47.34,86.42,1,4,29,5,4,1
12702,272.81,48.54,26.08,14.02,0,1,0,0,0,0
39661,3402.54,4275.35,42.01,84.2,3,0,0,0,1,1
6870,3014.71,1319.34,59.53,97.52,16,5,3,18,5,1
32510,4011.52,1605.18,63.6,125.24,2,1,0,3,1,1
1764,477.58,609.16,47.68,41.05,15,1,3,20,5,1
14607,853.35,1809.23,99.45,50.6,0,7,0,1,2,1
15025,396.26,904.15,88.58,47.58,2,3,2,0,2,1
4145,1168.0,2831.86,57.03,139.23,16,5,1,27,5,1
5368,715.91,474.81,45.5,14.12,3,16,1,0,3,1
3573,662.66,104.59,33.8,79.48,2,10,5,4,3,1
39630,1748.73,2376.47,40.39,126.81,4,1,2,2,1,1
41243,4473.85,849.7,71.0,101.74,3,3,2,2,1,1
3938,858.18,55.8,32.99,39.78,0,0,0,0,0,0
7269,2049.66,621.65,96.52,79.02,3,1,1,0,2,1
14878,481.53,964.18,41.17,23.03,0,0,0,0,0,0
27452,300.53,884.77,38.94,54.13,9,2,1,18,5,1
7267,1015.58,1906.2,95.01,112.61,2,0,0,0,2,1
21020,1815.54,417.52,81.92,95.5,2,2,1,1,2,1
4736,118.58,682.16,46.75,77.2,0,0,0,0,0,0
506,522.73,897.75,27.14,76.37,0,1,0,0,0,0
24839,2018.34,1202.13,83.5,92.58,2,1,0,1,2,1
9160,32.73,709.8,44.07,11.87,0,1,0,0,0,0
27364,978.42,2538.07,69.06,81.66,11,4,0,12,5,1
20790,1039.85,702.17,97.11,80.92,2,1,1,1,2,1
19675,697.0,470.6,88.88,91.04,7,4,0,0,2,1
12995,854.39,531.1,66.63,72.65,1,6,21,3,4,1
10650,470.85,1149.66,79.68,108.39,1,3,2,0,2,1
12299,298.21,1052.13,50.18,75.59,13,6,1,21,5,1
793,15.06,403.42,54.85,14.31,6,9,2,3,3,1
2986,1914.82,318.56,37.03,83.51,1,7,30,5,4,1
14036,860.71,2847.05,42.15,124.96,17,6,1,22,5,1
17435,4064.65,3369.62,47.2,88.11,2,2,0,2,1,1
16943,1911.61,1266.7,84.38,64.66,2,0,1,1,2,1
3924,1495.97,2658.17,42.34,103.15,11,2,2,23,5,1
4507,1335.97,1640.34,60.68,86.64,1,1,18,7,4,1
17105,2250.52,941.73,78.82,78.22,10,5,1,21,5,1
2471,462.95,687.84,59.92,76.77,6,9,1,2,3,1
26565,3417.69,2316.13,53.74,119.53,1,0,0,0,1,1
8145,1287.02,843.61,58.92,21.25,0,2,26,6,4,1
6858,1207.09,84.74,29.13,11.98,1,5,20,5,4,1
4928,698.39,159.71,25.19,68.22,7,15,2,3,3,1
8495,1690.44,1434.81,53.5,45.66,14,2,0,21,5,1
1755,1132.94,1197.69,48.54,69.45,2,1,19,10,4,1
13299,1738.24,910.21,67.3,131.62,9,2,1,25,5,1
9732,237.53,814.25,48.36,104.46,0,3,25,3,4,1
37470,1717.58,3139.56,66.79,105.05,3,4,0,3,1,1
531,307.98,354.86,44.87,20.78,0,1,31,4,4,1
1128,1288.7,907.62,55.25,20.87,1,0,26,7,4,1
17879,299.8,1507.97,38.61,50.23,15,4,2,14,5,1
701,217.67,543.64,42.09,53.69,5,6,1,4,3,1
3558,800.29,1174.09,81.81,51.63,3,2,1,0,2,1
6132,615.97,398.73,49.23,123.55,11,5,2,18,5,1
6945,1252.3,1732.39,78.07,87.27,1,0,0,1,2,1
12338,1260.16,1427.87,44.91,25.57,1,2,18,8,4,1
22958,214.8,401.86,95.21,115.52,5,3,1,1,2,1
31148,2991.78,1129.04,47.09,101.79,5,2,1,0,1,1
18352,4741.33,3196.22,41.65,89.5,1,1,0,2,1,1
3606,208.36,1147.91,29.54,107.84,1,1,18,5,4,1
16381,3209.29,1161.38,49.0,138.87,3,1,2,2,1,1
25308,3191.66,4292.54,50.47,101.38,3,1,1,3,1,1
11156,62.39,1185.5,35.53,27.57,1,3,20,4,4,1
2712,755.59,658.51,42.83,32.41,4,10,1,3,3,1
24191,165.54,1458.17,86.08,40.88,0,1,3,0,2,1
19342,132.67,1647.4,56.68,46.28,1,3,26,8,4,1
727,729.41,615.83,52.4,5.87,0,14,0,8,3,1
12308,2094.7,3426.02,57.21,81.35,2,3,1,1,1,1
9959,2828.22,3570.25,55.37,146.61,1,5,2,3,1,1
1295,1688.6,903.29,45.11,101.19,9,5,4,24,5,1
6010,789.52,603.0,42.68,37.12,8,14,2,8,3,1
19021,797.99,673.56,90.27,78.17,3,5,0,0,2,1
4757,944.78,588.24,83.28,102.76,1,2,1,1,2,1
7217,747.19,468.86,36.39,69.07,0,0,0,0,0,0
19883,2367.19,1911.66,87.07,53.53,2,0,2,0,2,1
5834,32.08,702.22,44.34,32.86,0,0,0,0,0,0
7920,412.85,30.31,35.91,42.52,0,1,0,0,0,0
7541,2184.25,2538.26,59.62,105.55,14,7,2,17,5,1
18910,3287.27,2489.85,67.74,67.74,9,1,0,24,5,1
8832,1540.26,336.49,91.34,47.52,4,1,1,4,2,1
18132,1121.07,2599.6,63.36,80.78,15,1,0,14,5,1
2681,50.07,880.39,32.3,44.59,0,0,0,0,0,0
3540,273.69,492.6,39.15,37.24,5,7,0,5,3,1
15615,3282.16,1273.42,78.39,47.14,19,4,3,16,5,1
12038,3671.35,2363.67,48.66,90.62,3,5,3,4,1,1
18224,1244.28,406.62,27.17,13.2,3,2,25,6,4,1
1408,824.4,879.44,68.05,45.67,1,1,20,12,4,1
